,NOME,VALOR,AREA,CATEGORIA,TIPO,QUARTOS,BANHEIROS,VAGAS,DETALHES_IMOVEL,DETALHES_CONDO,PARCELA1,ENTRADA,CONDOMINIO,IPTU,IMAGENS,DATA_ANUNCIO,CIDADE,CEP,link
1212,"CONDOMÍNIO JAZZ CLUB WOA - Apartamento com 2 dormitórios à venda, 92 m² por R$ 1.700.000 -",1.700.000,92,Apartamentos,Venda - apartamento padrão,2,3,1,"Ar condicionado, Área de serviço, Varanda, Piscina, Churrasqueira",Piscina,14.338,340.000,500,0,20.0,23/01,Florianópolis,88025340,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/condominio-jazz-club-woa-apartamento-com-2-dormitorios-a-venda-92-m-por-r-1-700-000-987830601
1213,Apartamentos em fase de construção com 3 quartos à venda no Kobrasol,850.000,104,Apartamentos,Venda - apartamento padrão,3,3,1,"Academia, Área de serviço","Elevador, Salão de festas",7.194,170.000,0,0,12.0,23/01,São José,88102090,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamentos-em-fase-de-construcao-com-3-quartos-a-venda-no-kobrasol-1119359868
1214,"Apartamento mobiliado no Pagani, com 2 dormitórios, sendo 1 suíte com 65m²",360.000,65,Apartamentos,Venda - apartamento padrão,2,2,1,"Varanda, Mobiliado, Churrasqueira, Piscina, Ar condicionado","Permitido animais, Salão de festas, Elevador, Condomínio fechado, Piscina",3.061,72.000,0,0,8.0,23/01,Palhoça,88132229,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-mobiliado-no-pagani-com-2-dormitorios-sendo-1-suite-com-65m-1099826780
1215,Casas para venda 4 quarto(s) Bela Vista São José - CA838,730.000,166,Casas,Venda - casa em rua pública,4,2,2,88110401,São José,6.182,146.000,0,0,20.0,23/01,Rua Antônio Basil Schroeder - de 544 a 1790 - lado par,Bela Vista,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casas-para-venda-4-quarto-s-bela-vista-sao-jose-ca838-1002454614
1216,CASA VERDE AMERELA - ENTRADA PARCELADA 24 VEZES - AP765,177.700,45,Apartamentos,Venda - apartamento padrão,2,1,1,88119090,São José,1.524,35.540,0,0,9.0,23/01,Rua Docilicio Luz,Potecas,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-verde-amerela-entrada-parcelada-24-vezes-ap765-1019013995
1217,"Casa para Venda em Florianópolis, Canto, 5 dormitórios, 1 suíte, 4 banheiros, 3 vagas",1.850.000,369,Casas,Venda - casa em rua pública,5 ou mais,4,3,"Ar condicionado, Mobiliado, Varanda, Churrasqueira",88070650,15.603,370.000,0,2.553,20.0,23/01,Canto,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-florianopolis-canto-5-dormitorios-1-suite-4-banheiros-3-vagas-1045456786
1218,"Apartamento para Venda em Florianópolis, Centro, 3 dormitórios, 3 suítes, 5 banheiros, 2 v",2.800.000,167,Apartamentos,Venda - apartamento padrão,3,5 ou mais,2,"Ar condicionado, Varanda, Churrasqueira, Piscina","Elevador, Piscina, Salão de festas",23.616,560.000,0,5.335,20.0,23/01,Florianópolis,88010140,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-centro-3-dormitorios-3-suites-5-banheiros-2-v-1044717489
1219,Casa Alto Padrão Pedra Branca,1.600.000,178,Casas,Venda - casa em rua pública,3,2,2,88137420,Palhoça,13.495,320.000,0,0,10.0,23/01,Rua das Camélias,Pedra Branca,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-alto-padrao-pedra-branca-1043059708
1220,"Casa para Venda em Biguaçu, Delta Ville, 3 dormitórios, 1 suíte, 1 banheiro",980.000,150,Casas,Venda - casa em rua pública,3,1,"Ar condicionado, Piscina, Varanda, Churrasqueira",Piscina,88164230,8.290,196.000,0,0,13.0,23/01,Beira Rio,Biguaçu,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-biguacu-delta-ville-3-dormitorios-1-suite-1-banheiro-1137518311
1221,"Apartamento para Venda em São José, Ipiranga, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga",509.000,71,Apartamentos,Venda - apartamento padrão,2,2,1,"Varanda, Churrasqueira",Elevador,4.318,101.800,0,0,9.0,23/01,São José,88111340,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-sao-jose-ipiranga-2-dormitorios-1-suite-2-banheiros-1-vaga-1137518324
1222,"Casa para Venda em Palhoça, Bela Vista, 3 dormitórios, 1 suíte, 1 banheiro, 2 vagas",480.000,200,Casas,Venda - casa em rua pública,3,1,2,Ar condicionado,88132671,4.073,96.000,0,0,4.0,23/01,Bela Vista,Palhoça,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-palhoca-bela-vista-3-dormitorios-1-suite-1-banheiro-2-vagas-1137518350
1223,"Casa para Venda em Palhoça, Pinheira, 7 dormitórios, 4 banheiros",1.200.000,360,Casas,Venda - casa em rua pública,5 ou mais,4,Varanda,88131000,Palhoça,10.146,240.000,0,0,20.0,23/01,Rua José Maria da Luz,Centro,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-palhoca-pinheira-7-dormitorios-4-banheiros-1137518431
1224,"Apartamento para Venda em Palhoça, Nova Palhoça, 2 dormitórios, 1 suíte, 1 banheiro",272.731,59,Apartamentos,Venda - apartamento padrão,2,1,"Ar condicionado, Varanda, Churrasqueira, Piscina","Elevador, Piscina, Salão de festas",88131564,2.325,54.546,0,0,6.0,23/01,Nova Palhoça,Palhoça,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-palhoca-nova-palhoca-2-dormitorios-1-suite-1-banheiro-1137518471
1225,"Sobrado para Venda em Palhoça, Bela Vista, 2 dormitórios, 1 banheiro, 2 vagas",330.000,65,Casas,Venda - casa em rua pública,2,1,2,88132834,Palhoça,2.808,66.000,0,0,18.0,23/01,Rua Maria Francisca da Silva,Bela Vista,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-para-venda-em-palhoca-bela-vista-2-dormitorios-1-banheiro-2-vagas-1137518483
1226,"Loft à venda, 105 m² por R$ 1.750.000,00 - Jurerê - Florianópolis/SC",1.750.000,105,Apartamentos,Venda - apartamento padrão,1,1,1,"Ar condicionado, Mobiliado, Varanda, Churrasqueira, Piscina","Elevador, Segurança 24h, Piscina",14.760,350.000,1.600,450,21.0,23/01,Florianópolis,88054600,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/loft-a-venda-105-m-por-r-1-750-000-00-jurere-florianopolis-sc-923842513
1227,Flat mobiliado a venda em Jurerê Internacional - Hotel 5 estrelas,1.080.000,65,Apartamentos,Venda - apartamento padrão,1,1,1,"Ar condicionado, Mobiliado, Varanda, Piscina","Piscina, Salão de festas",9.134,216.000,0,0,21.0,23/01,Florianópolis,88053300,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/flat-mobiliado-a-venda-em-jurere-internacional-hotel-5-estrelas-932817090
1228,"Cobertura com 4 dormitórios à venda, 366 m² por R$ 3.700.000,00 - Centro - Florianópolis/S",3.300.000,366,Apartamentos,Venda - apartamento cobertura,4,5 ou mais,3,"Ar condicionado, Varanda, Área de serviço, Churrasqueira, Piscina","Elevador, Piscina",27.833,660.000,2.900,9.000,20.0,23/01,Florianópolis,88015140,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-com-4-dormitorios-a-venda-366-m-por-r-3-700-000-00-centro-florianopolis-s-957906733
1229,FLORIANóPOLIS - Cobertura - Campeche,420.000,60,Apartamentos,Venda - apartamento cobertura,2,2,1,88066022,Florianópolis,3.567,84.000,0,0,4.0,23/01,Travessa Ibiza,Campeche,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-cobertura-campeche-1094229804
1230,EXCELENTE CASA PRA TEMPORADA ! APROVEITE ,295.000,108,Casas,Venda - casa em rua pública,2,3,1,Churrasqueira,88060300,2.513,59.000,0,0,6.0,23/01,São João do Rio Vermelho,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-casa-pra-temporada-aproveite-1109089577
1231,FLORIANóPOLIS - Padrão - Coqueiros,940.000,100,Apartamentos,Venda - apartamento padrão,3,2,1,"Ar condicionado, Mobiliado, Área de serviço","Elevador, Salão de festas",7.953,188.000,1.009,1.997,20.0,23/01,Florianópolis,88080000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-coqueiros-1042534031
1232,"Casa com 5 dormitórios à venda, 333 m² por R$ 4.000.000,00 - Jurerê - Florianópolis/SC",4.000.000,333,Casas,Venda - casa em rua pública,5 ou mais,5 ou mais,3,"Ar condicionado, Mobiliado, Área de serviço, Churrasqueira",88053580,33.737,800.000,0,600,20.0,23/01,Jurerê,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-5-dormitorios-a-venda-333-m-por-r-4-000-000-00-jurere-florianopolis-sc-988907495
1233,"Apartamento com 3 dormitórios à venda, 94 m² por R$ 540.000,00 - Barreiros - São José/SC",540.000,94,Apartamentos,Venda - apartamento padrão,3,2,1,"Varanda, Área de serviço, Churrasqueira, Piscina","Piscina, Condomínio fechado, Elevador",4.579,108.000,400,1.000,18.0,23/01,São José,88117260,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-94-m-por-r-540-000-00-barreiros-sao-jose-sc-1041112230
1234,Excelente lançamento com 2 suítes a 300 metros da Unisul da Pedra Branca - Palhoça - SC,625.457,87,Apartamentos,Venda - apartamento padrão,2,3,1,"Academia, Varanda, Área de serviço, Churrasqueira, Piscina","Segurança 24h, Academia, Piscina",5.300,125.091,600,800,15.0,23/01,Palhoça,88137400,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-lancamento-com-2-suites-a-300-metros-da-unisul-da-pedra-branca-palhoca-sc-1041117574
1235,Apartamento - Palhoça SC,525.000,82,Apartamentos,Venda - apartamento padrão,2,2,3,88137250,Palhoça,4.453,105.000,380,0,14.0,23/01,Rua das Cerejeiras,Pedra Branca,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-palhoca-sc-1055767498
1236,"Casa á venda com 360 m² de terreno, 210 m² construída com 3 quartos em Carianos - Florianó",850.000,210,Casas,Venda - casa em rua pública,4,4,4,Ar condicionado,88047620,7.194,170.000,0,800,20.0,23/01,Carianos,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-com-360-m-de-terreno-210-m-construida-com-3-quartos-em-carianos-floriano-1051204275
1237,Apartamento para venda possui 90 metros quadrados com 2 quartos em Barreiros - SC,520.000,90,Apartamentos,Venda - apartamento padrão,2,2,1,88117350,São José,4.411,104.000,280,500,20.0,23/01,Rua Santo Antônio - até 956/957,Barreiros,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-90-metros-quadrados-com-2-quartos-em-barreiros-sc-980968044
1238,"Apartamento 2 dormitórios para Venda em Florianópolis, Ingleses do Rio Vermelho, 2 dormitó",340.000,70,Apartamentos,Venda - apartamento padrão,2,2,1,"Ar condicionado, Mobiliado, Academia, Varanda, Churrasqueira","Condomínio fechado, Elevador, Academia",2.893,68.000,300,900,20.0,23/01,Florianópolis,88058400,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-para-venda-em-florianopolis-ingleses-do-rio-vermelho-2-dormito-1057282446
1239,"Cobertura Duplex para Venda em Florianópolis, Ingleses do Rio Vermelho, 4 dormitórios, 2 s",2.150.000,170,Apartamentos,Venda - apartamento cobertura,4,3,2,Ar condicionado,Elevador,18.133,430.000,700,3.000,20.0,23/01,Florianópolis,88058500,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-duplex-para-venda-em-florianopolis-ingleses-do-rio-vermelho-4-dormitorios-2-s-1057457240
1240,"Casa para Venda em Florianópolis, Ingleses do Rio Vermelho, 4 dormitórios, 2 suítes, 4 ban",920.000,230,Casas,Venda - casa em rua pública,4,4,3,"Ar condicionado, Piscina",Piscina,7.784,184.000,1,1.600,16.0,23/01,Florianópolis,88058696,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-florianopolis-ingleses-do-rio-vermelho-4-dormitorios-2-suites-4-ban-1057846530
1241,"Apartamento com 3 suítes à venda, Rio Caveiras, Biguaçu - .",569.800,83,Apartamentos,Venda - apartamento padrão,3,3,1,"Churrasqueira, Área de serviço, Varanda","Condomínio fechado, Segurança 24h",4.831,113.960,50,600,14.0,23/01,Biguaçu,88161728,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-suites-a-venda-rio-caveiras-biguacu-1041115655
1242,"Apartamento para Venda em Florianópolis, São João do Rio Vermelho, 2 dormitórios, 1 banhei",145.000,58,Apartamentos,Venda - apartamento padrão,2,1,1,"Mobiliado, Churrasqueira",88060285,1.248,29.000,0,0,13.0,23/01,São João do Rio Vermelho,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-sao-joao-do-rio-vermelho-2-dormitorios-1-banhei-1137518887
1243,Térrea para venda tem 70 metros quadrados com 3 quartos em Barra do Aririú - Palhoça - SC,325.000,70,Casas,Venda - casa em rua pública,3,2,2,Área de serviço,Permitido animais,2.766,65.000,0,0,4.0,23/01,Palhoça,88134114,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/terrea-para-venda-tem-70-metros-quadrados-com-3-quartos-em-barra-do-aririu-palhoca-sc-1007064278
1244,AMPLO 3 DORMITÓRIOS COM DEPENDÊNCIA E 2 VAGAS DE GARAGEM EM CAMPINAS - São José - SC,820.000,128,Apartamentos,Venda - apartamento padrão,3,3,2,"Ar condicionado, Mobiliado","Condomínio fechado, Elevador, Portaria, Permitido animais, Salão de festas",6.941,164.000,670,0,20.0,23/01,São José,88101070,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/amplo-3-dormitorios-com-dependencia-e-2-vagas-de-garagem-em-campinas-sao-jose-sc-1102135233
1245,Apartamento Cobertura para Venda em Campeche Florianópolis-SC - 282,1.999.000,139,Apartamentos,Venda - apartamento cobertura,2,2,2,"Academia, Varanda, Churrasqueira, Piscina","Elevador, Academia, Piscina, Salão de festas",16.860,399.800,600,0,20.0,23/01,Florianópolis,88063400,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-cobertura-para-venda-em-campeche-florianopolis-sc-282-1052413900
1246,4 Dormitórios Vitor Konder,1.400.000,151,Apartamentos,Venda - apartamento padrão,4,4,2,"Varanda, Churrasqueira, Piscina","Elevador, Piscina, Salão de festas",11.833,280.000,1.200,1.800,20.0,23/01,Florianópolis,88015400,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/4-dormitorios-vitor-konder-1121167948
1247,"Apartamento para Venda em Florianópolis, Agronômica, 3 dormitórios, 3 suítes, 5 banheiros,",10.100.000,318,Apartamentos,Venda - apartamento padrão,3,5 ou mais,3,"Ar condicionado, Mobiliado, Academia, Varanda, Churrasqueira, Piscina","Condomínio fechado, Elevador, Academia, Piscina, Salão de festas",85.185,2.020.000,4.000,1.420,20.0,23/01,Florianópolis,88025200,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-agronomica-3-dormitorios-3-suites-5-banheiros-995929457
1248,Apartamento para venda possui 99 metros quadrados com 3 quartos na  Trindade - Florianópol,1.150.000,99,Apartamentos,Venda - apartamento padrão,3,4,2,"Academia, Varanda, Churrasqueira, Piscina","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas",9.724,230.000,800,1.000,9.0,23/01,Florianópolis,88036410,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-99-metros-quadrados-com-3-quartos-na-trindade-florianopol-996704862
1249,Apartamento à venda Residencial São Francisco próximo UFSC,500.000,74,Apartamentos,Venda - apartamento padrão,3,2,1,"Ar condicionado, Armários na cozinha, Área de serviço","Condomínio fechado, Permitido animais, Salão de festas",4.242,100.000,600,0,20.0,23/01,Florianópolis,88036003,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-residencial-sao-francisco-proximo-ufsc-1098583972
1250,"Apartamento à Venda no bairro Capoeiras em Florianópolis/SC - 2 Dormitórios, 1 Suíte, 2 Ba",620.000,69,Apartamentos,Venda - apartamento padrão,2,2,1,88070480,Florianópolis,5.254,124.000,350,0,20.0,23/01,Rua Doutor Odilon Gallotti,Capoeiras,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-capoeiras-em-florianopolis-sc-2-dormitorios-1-suite-2-ba-923088962
1251,Casa para venda tem 50 metros quadrados com 2 quartos em Forquilhas - São José - SC,240.000,50,Casas,Venda - casa em rua pública,2,1,1,Área de serviço,Permitido animais,2.049,48.000,0,0,13.0,23/01,São José,88107350,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-tem-50-metros-quadrados-com-2-quartos-em-forquilhas-sao-jose-sc-1065233033
1252,Casa Alto Padrão para Venda em Campeche Florianópolis-SC - 294,1.480.000,157,Casas,Venda - casa em rua pública,4,3,2,Churrasqueira,88065420,12.508,296.000,0,0,20.0,23/01,Campeche,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-alto-padrao-para-venda-em-campeche-florianopolis-sc-294-1121414327
1253,Florianópolis - Casa Padrão - Santo Antônio de Lisboa,4.500.000,653,Casas,Venda - casa em rua pública,5 ou mais,5 ou mais,4,"Piscina, Área de serviço, Churrasqueira",Piscina,37.954,900.000,0,0,20.0,23/01,Florianópolis,88050501,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-santo-antonio-de-lisboa-985149889
1254,"Apartamento com 3 SUITES à venda, 112 m² por R$ 1.500.000 - Agronômica - Florianópolis/SC",1.500.000,112,Apartamentos,Venda - apartamento padrão,3,4,2,"Academia, Área de serviço, Churrasqueira, Piscina","Condomínio fechado, Academia, Piscina",12.651,300.000,0,0,20.0,23/01,Florianópolis,88025326,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-suites-a-venda-112-m-por-r-1-500-000-agronomica-florianopolis-sc-1030383598
1255,Apartamento com 4 quartos em Itacorubi próximo ao CEPON- Florianópolis - SC,965.000,115,Apartamentos,Venda - apartamento padrão,4,2,1,"Ar condicionado, Mobiliado","Condomínio fechado, Elevador, Permitido animais",8.164,193.000,608,0,20.0,23/01,Florianópolis,88034060,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-4-quartos-em-itacorubi-proximo-ao-cepon-florianopolis-sc-1122657377
1256,Casa com vista espetacular 165 m2 com 3 quartos em Ribeirão da Ilha - Florianópolis - SC,980.000,165,Casas,Venda - casa em rua pública,3,3,3,"Ar condicionado, Mobiliado, Área de serviço, Churrasqueira",Permitido animais,8.290,196.000,1,1,20.0,23/01,Florianópolis,88064757,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-vista-espetacular-165-m2-com-3-quartos-em-ribeirao-da-ilha-florianopolis-sc-1125074855
1257,Lindo Studio  74 m2 com 1 quarto em João Paulo - Florianópolis - SC,769.000,74,Apartamentos,Venda - loft/studio,1,1,1,"Academia, Varanda, Área de serviço, Churrasqueira, Piscina","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas",6.511,153.800,1,1,17.0,23/01,Florianópolis,88030310,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindo-studio-74-m2-com-1-quarto-em-joao-paulo-florianopolis-sc-1092186229
1258,GOVERNADOR CELSO RAMOS - Apartamento Padrão - Armação da Piedade,2.199.000,197,Apartamentos,Venda - apartamento cobertura,3,3,1,"Ar condicionado, Mobiliado, Varanda, Área de serviço, Churrasqueira",Salão de festas,18.547,439.800,690,200,20.0,23/01,Governador Celso Ramos,88190000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/governador-celso-ramos-apartamento-padrao-armacao-da-piedade-1022062715
1259,"CASA RESIDENCIAL em Florianópolis - SC, Canasvieiras",750.000,100,Casas,Venda - casa em rua pública,2,2,1,88054633,Florianópolis,6.351,150.000,0,0,20.0,23/01,Servidão Manoel Monteiro,Canasvieiras,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-residencial-em-florianopolis-sc-canasvieiras-1043770409
1260,"Sobrado para Venda em Palhoça, Vale Verde, 3 dormitórios, 1 suíte, 2 banheiros, 2 vagas",450.000,140,Casas,Venda - casa em rua pública,3,2,2,"Piscina, Varanda",Piscina,3.820,90.000,0,0,20.0,23/01,Palhoça,88137600,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-para-venda-em-palhoca-vale-verde-3-dormitorios-1-suite-2-banheiros-2-vagas-1137519318
1261,Apartamento  160 m2 com 3 quartos Morro das Pedras - Florianópolis - SC,2.100.000,160,Apartamentos,Venda - apartamento padrão,3,3,5 ou mais,"Academia, Varanda, Área de serviço, Churrasqueira, Piscina","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas",17.712,420.000,1,1,19.0,23/01,Florianópolis,88066100,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-160-m2-com-3-quartos-morro-das-pedras-florianopolis-sc-1095402354
1262,Casa 280 m2 com 3 quartos em Campeche - Florianópolis - SC,2.590.000,280,Casas,Venda - casa em rua pública,3,4,3,"Ar condicionado, Piscina, Área de serviço, Churrasqueira, Porteiro 24h","Condomínio fechado, Permitido animais, Portão eletrônico, Piscina",21.844,518.000,1,1,20.0,23/01,Florianópolis,88063100,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-280-m2-com-3-quartos-em-campeche-florianopolis-sc-1092922562
1263,"Apartamento para Venda em São José, Kobrasol, 3 dormitórios, 1 suíte, 2 banheiros, 1 vaga",425.000,79,Apartamentos,Venda - apartamento padrão,3,2,1,"Mobiliado, Varanda, Churrasqueira","Elevador, Salão de festas",3.610,85.000,400,800,18.0,23/01,São José,88102500,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-sao-jose-kobrasol-3-dormitorios-1-suite-2-banheiros-1-vaga-1110509686
1264,Apartamento para venda possui 75 metros quadrados com 3 quartos em Kobrasol - São José - S,450.000,75,Apartamentos,Venda - apartamento padrão,3,2,1,"Ar condicionado, Mobiliado","Condomínio fechado, Elevador, Portaria, Permitido animais",3.820,90.000,550,890,12.0,23/01,São José,88102080,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-75-metros-quadrados-com-3-quartos-em-kobrasol-sao-jose-s-1129917211
1265,"Casa com 2 dormitórios à venda, 123 m² por R$ 699.000,00 - Cachoeira do Bom Jesus - Floria",699.000,123,Casas,Venda - casa em rua pública,2,3,1,"Área de serviço, Churrasqueira",88056363,5.920,139.800,0,0,20.0,23/01,Cachoeira do Bom Jesus,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-2-dormitorios-a-venda-123-m-por-r-699-000-00-cachoeira-do-bom-jesus-floria-994789210
1266,Apartamento 3 dormitórios na Trindade!,1.099.000,91,Apartamentos,Venda - apartamento padrão,3,2,2,"Ar condicionado, Varanda, Piscina","Elevador, Piscina",9.294,219.800,882,0,20.0,23/01,Florianópolis,88036050,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dormitorios-na-trindade-994789694
1267,"CASA RESIDENCIAL em FLORIANÓPOLIS - SC, SAMBAQUI",1.100.000,162,Casas,Venda - casa em rua pública,3,3,2,88051210,Florianópolis,9.303,220.000,0,0,13.0,23/01,Rua Gécio de Souza e Silva,Sambaqui,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-residencial-em-florianopolis-sc-sambaqui-1130154471
1268,Apartamento à venda no bairro Coqueiros em Florianópolis,380.000,57,Apartamentos,Venda - apartamento padrão,1,1,1,"Armários na cozinha, Área de serviço, Piscina","Elevador, Portaria, Permitido animais, Piscina, Salão de festas",3.230,76.000,600,0,20.0,23/01,Florianópolis,88080760,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-coqueiros-em-florianopolis-1110918520
1269,"Apartamento para Venda em Palhoça, Pagani, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga",440.000,72,Apartamentos,Venda - apartamento padrão,2,2,1,Academia,"Academia, Salão de festas",3.736,88.000,0,300,13.0,23/01,Palhoça,88132151,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-palhoca-pagani-2-dormitorios-1-suite-2-banheiros-1-vaga-1137519556
1270,Apartamento para venda possui 60 metros quadrados com 2 quartos em Praia Comprida - São Jo,250.000,60,Apartamentos,Venda - apartamento padrão,2,1,"Varanda, Churrasqueira","Condomínio fechado, Elevador, Portaria, Permitido animais, Salão de festas",88103650,2.134,50.000,370,0,,23/01,Praia Comprida,São José,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-60-metros-quadrados-com-2-quartos-em-praia-comprida-sao-jo-1134727225
1271,"Apartamento com 2 dormitórios sendo 1 suíte, 1 vaga de garagem.",1.160.000,75,Apartamentos,Venda - apartamento padrão,2,2,1,"Área de serviço, Piscina",Piscina,9.809,232.000,858,774,20.0,23/01,Florianópolis,88020300,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-sendo-1-suite-1-vaga-de-garagem-1075649519
1272,Apartamento com 3 suítes e 3 vagas de garagem na Beira-Mar Norte!!,1.170.000,111,Apartamentos,Venda - apartamento padrão,3,3,3,Academia,"Elevador, Academia, Salão de festas",9.893,234.000,700,208,20.0,23/01,Florianópolis,88025260,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-suites-e-3-vagas-de-garagem-na-beira-mar-norte-940746949
1273,"Casa em Condomínio para Venda em São José, Roçado., 4 dormitórios, 4 suítes, 6 banheiros, ",4.799.700,600,Casas,Venda - casa em condominio fechado,4,5 ou mais,5 ou mais,"Ar condicionado, Piscina, Varanda, Churrasqueira","Condomínio fechado, Academia, Piscina",40.481,959.940,650,450,20.0,23/01,São José,88108400,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-em-condominio-para-venda-em-sao-jose-rocado-4-dormitorios-4-suites-6-banheiros-1081606572
1274,apartamento - Cachoeira do Bom Jesus - Florianópolis,990.000,80,Apartamentos,Venda - apartamento padrão,2,2,1,"Mobiliado, Varanda",88056110,8.375,198.000,450,0,12.0,23/01,Cachoeira do Bom Jesus,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-cachoeira-do-bom-jesus-florianopolis-1032728031
1275,casa - Campeche - Florianópolis,1.550.000,130,Casas,Venda - casa em condominio fechado,3,2,2,88065183,Florianópolis,13.073,310.000,0,0,20.0,23/01,Rua do Trapiche,Campeche,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-campeche-florianopolis-1108738336
1276,apartamento - Campeche - Florianópolis,728.000,51,Apartamentos,Venda - apartamento padrão,1,1,1,"Academia, Churrasqueira",Academia,6.165,145.600,0,0,20.0,23/01,Florianópolis,88063301,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-campeche-florianopolis-1082412521
