NOME,VALOR,AREA,CATEGORIA,QUARTOS,BANHEIROS,VAGAS,CONDOMINIO,IPTU,IMAGENS,DATA_ANUNCIO,PROFISSIONAL,LOCALIZACAO,link
Ótima Casa 3 dorm Rio Vermelho,R$ 2.950,110 metros quadrados,Casa para alugar,3 quartos,2 banheiros,3 vagas de garagem,,IPTU R$ 37,20,"Ontem, 21:21",Profissional,"Florianópolis, São João do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/otima-casa-3-dorm-rio-vermelho-1063984254
"Apartamento para Aluguel - Forquilinhas, 2 Quartos,  58 m2",R$ 1.900,58 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 180,IPTU R$ 42,20,"Ontem, 21:19",Profissional,"São José, Forquilhinha",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-forquilinhas-2-quartos-58-m2-1152445134
"Casa para Aluguel - Alto Ribeirão Leste, 2 Quartos,  86 m2",R$ 2.500,86 metros quadrados,Casa para alugar,2 quartos,1 banheiro,2 vagas de garagem,,,20,"Ontem, 21:17",Profissional,"Florianópolis, Ribeirão da Ilha",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-alto-ribeirao-leste-2-quartos-86-m2-1152442960
Apartamento para alugar Residencial Castelo no bairro São João (Margem Esquerda) - Tubarão,R$ 1.450,66 metros quadrados,Apartamento para alugar,3 quartos,1 banheiro,2 vagas de garagem,,,20,"Ontem, 21:16",Profissional,"Tubarão, Humaitá de Cima",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-alugar-residencial-castelo-no-bairro-sao-joao-margem-esquerda-tubarao-1136432296
FLORIANóPOLIS - Casa Padrão - Barra da Lagoa,R$ 22.000,400 metros quadrados,Casa para alugar,5 ou mais quartos,5 ou mais banheiros,2 vagas de garagem,,IPTU R$ 1.170,20,"Ontem, 21:16",Profissional,"Florianópolis, Barra da Lagoa",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-barra-da-lagoa-1069318802
"Apartamento com 3 dormitórios para alugar, 122 m² - Canto da Lagoa - Lagoa da Conceição - ",R$ 7.500,160 metros quadrados,Apartamento para alugar,3 quartos,3 banheiros,2 vagas de garagem,Condomínio R$ 1.200,IPTU R$ 70,20,"Ontem, 21:14",Profissional,"Florianópolis, Lagoa da Conceição",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-para-alugar-122-m-canto-da-lagoa-lagoa-da-conceicao-1078178135
APARTAMENTO - TRINDADE - SC,R$ 2.500,68 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 781,IPTU R$ 150,20,"Ontem, 21:14",Profissional,"Florianópolis, Trindade",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-trindade-sc-1116194160
"Apartamento para Aluguel - Capoeiras, 2 Quartos,  57 m2",R$ 2.180,57 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 200,IPTU R$ 38,20,"Ontem, 21:12",Profissional,"Florianópolis, Coloninha",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-capoeiras-2-quartos-57-m2-1152442625
PALHOçA - Casa Padrão - Centro,R$ 7.000,4 banheiros,Casa para alugar,260 metros quadrados,,,,,20,"Ontem, 21:12",Profissional,"Palhoça, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-casa-padrao-centro-930765413
Florianópolis - Apartamento - Centro,R$ 3.640,43 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,Condomínio R$ 559,IPTU R$ 158,20,"Ontem, 21:08",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-centro-1139497437
Palhoça - Apartamento - Cidade Universitária Pedra Branca,R$ 3.950,107 metros quadrados,Apartamento para alugar,4 quartos,3 banheiros,2 vagas de garagem,Condomínio R$ 1.031,IPTU R$ 156,20,"Ontem, 21:07",Profissional,"Palhoça, Pedra Branca",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-cidade-universitaria-pedra-branca-1139054865
Florianopolis - Apartamento Padrão - Canasvieiras,R$ 1.700,49 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,Condomínio R$ 278,IPTU R$ 121,20,"Ontem, 21:06",Profissional,"Florianópolis, Canasvieiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-canasvieiras-1148129813
"Apartamento para Aluguel - Centro, 1 Quarto,  50 m2",R$ 1.738,50 metros quadrados,Apartamento para alugar,1 quarto,,1 banheiro,Condomínio R$ 516,IPTU R$ 79,20,"Ontem, 21:05",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-centro-1-quarto-50-m2-1152440931
Kit Net Semi Mobiliada,R$ 900,35 metros quadrados,Apartamento para alugar,1 quarto,,1 banheiro,,,20,"Ontem, 21:02",,"Biguaçu, Prado de Baixo",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/kit-net-semi-mobiliada-1152440053
"Apartamento com 2 dormitórios para alugar, 73 m² por R$ 900/mês - Mato Alto - Araranguá/SC",R$ 900,73 metros quadrados,Apartamento para alugar,2 quartos,,1 banheiro,,Condomínio R$ 160,20,"Ontem, 20:59",Profissional,Araranguá,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-para-alugar-73-m-por-r-900-mes-mato-alto-ararangua-sc-1088783163
"APARTAMENTO RESIDENCIAL em FLORIANOPOLIS - SC, INGLESES DO RIO VERMELHO",R$ 350,64 metros quadrados,Apartamento para alugar,1 quarto,,1 banheiro,,,20,"Ontem, 20:56",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-residencial-em-florianopolis-sc-ingleses-do-rio-vermelho-994845165
Alugo apto mobiliado em Ingleses,R$ 1.600,65 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,,Condomínio R$ 250,20,"Ontem, 20:50",,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-apto-mobiliado-em-ingleses-1152435287
Kitinete mobiliada com contrato de locação anual. Disponível para entrada em MARÇO. ,R$ 2.500,,,,,,,,20,"Ontem, 20:47",,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/kitinete-mobiliada-com-contrato-de-locacao-anual-disponivel-para-entrada-em-marco-1146405855
Alugo apto 2 dorm. Ingleses ,R$ 1.800,80 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 150,IPTU R$ 100,20,"Ontem, 20:45",,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-apto-2-dorm-ingleses-1152434161
Apartamento para aluguel possui 120 metros quadrados com 3 quartos,R$ 800,140 metros quadrados,Apartamento para alugar,3 quartos,4 banheiros,2 vagas de garagem,,,20,"Ontem, 20:45",Profissional,"Florianópolis, Cachoeira do Bom Jesus",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-possui-120-metros-quadrados-com-3-quartos-1032630323
Apartamento para aluguel com 90 metros quadrados com 3 quartos em Jurerê - Florianópolis -,R$ 4.800,90 metros quadrados,Apartamento para alugar,3 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 1.000,IPTU R$ 1.500,20,"Ontem, 20:45",Profissional,"Florianópolis, Jurerê",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-com-90-metros-quadrados-com-3-quartos-em-jurere-florianopolis-991646649
FLORIANóPOLIS - Casa Padrão - Jurerê Internacional,R$ 28.000,359 metros quadrados,Casa para alugar,3 quartos,3 banheiros,2 vagas de garagem,,,20,"Ontem, 20:41",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-jurere-internacional-1077642475
OTIMA KIT NOVA EM SERRARIA PARA LOCAÇÃO.,R$ 850,18 metros quadrados,Apartamento para alugar,1 quarto,,1 banheiro,Condomínio R$ 90,IPTU R$ 12,20,"Ontem, 20:38",Profissional,"São José, Serraria",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/otima-kit-nova-em-serraria-para-locacao-1128789593
FLORIANóPOLIS - Casa Padrão - Cachoeira do Bom Jesus,R$ 4.800,205 metros quadrados,Casa para alugar,4 quartos,1 banheiro,2 vagas de garagem,,IPTU R$ 154,20,"Ontem, 20:36",Profissional,"Florianópolis, Cachoeira do Bom Jesus",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-cachoeira-do-bom-jesus-1152429889
Excelente Apto 2 Suítes Itacorubi,R$ 6.200,65 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 450,IPTU R$ 130,20,"Ontem, 20:36",Profissional,"Florianópolis, Itacorubi",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-apto-2-suites-itacorubi-1152429748
"Aluguel de Temporada! Apartamento de 02 dormitórios com piscina, em localização singular, ",R$ 300,85 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,,,20,"Ontem, 20:36",Profissional,"Florianópolis, Cachoeira do Bom Jesus",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-de-temporada-apartamento-de-02-dormitorios-com-piscina-em-localizacao-singular-926855757
Apto 2 dorm Coqueiros/FLN,R$ 2.800,85 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,,,20,"Ontem, 20:35",,"Florianópolis, Coqueiros",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apto-2-dorm-coqueiros-fln-1144793913
Kitnet ,,1 banheiro,Apartamento para alugar,1 quarto,,,,,20,"Ontem, 20:31",,"Criciúma, Universitário",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/kitnet-1152428470
Alugo lofth mobiliado de excelente padrão ,R$ 1.800,32 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,Condomínio R$ 200,IPTU R$ 80,20,"Ontem, 20:30",Profissional,São José,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-lofth-mobiliado-de-excelente-padrao-1131379425
"VENDA E LOCAÇÃO: Linda Casa Localizada no Loteamento Quinta dos Açores, Bairro Ambrósio, e",R$ 2.800,104 metros quadrados,Casa para alugar,2 quartos,2 banheiros,1 vaga de garagem,,,20,"Ontem, 20:29",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/venda-e-locacao-linda-casa-localizada-no-loteamento-quinta-dos-acores-bairro-ambrosio-e-1147569088
FLORIANóPOLIS - Apartamento Padrão - Jardim Atlântico,R$ 6.496,101 metros quadrados,Apartamento para alugar,3 quartos,3 banheiros,2 vagas de garagem,Condomínio R$ 700,IPTU R$ 175,20,"Ontem, 20:28",Profissional,"Florianópolis, Jardim Atlântico",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jardim-atlantico-1138065307
"Kitnet para alugar, 23 m² por R$ 732,56/mês - Barreiros - São José/SC",R$ 690,23 metros quadrados,Apartamento para alugar,1 quarto,,1 banheiro,,IPTU R$ 43,20,"Ontem, 20:25",Profissional,"São José, Barreiros",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/kitnet-para-alugar-23-m-por-r-732-56-mes-barreiros-sao-jose-sc-1046008409
Kitnet Pantanal ,R$ 1.000,1 vaga de garagem,Casa para alugar,1 quarto,,1 banheiro,,,20,"Ontem, 20:21",,"Florianópolis, Pantanal",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/kitnet-pantanal-1152426393
SãO JOSé - Casa Padrão - Forquilhas,R$ 2.000,71 metros quadrados,Casa para alugar,2 quartos,1 banheiro,1 vaga de garagem,,IPTU R$ 69,20,"Ontem, 20:21",Profissional,"São José, Forquilhas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-forquilhas-1136489202
SãO JOSé - Apartamento Padrão - AReias,R$ 1.800,56 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 286,IPTU R$ 61,20,"Ontem, 20:19",Profissional,"São José, Areias",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-areias-1152425919
Casa 3 Quartos Camboa 140m²,R$ 2.500,140 metros quadrados,Casa para alugar,3 quartos,1 banheiro,1 vaga de garagem,,IPTU R$ 150,20,"Ontem, 20:19",Profissional,Governador Celso Ramos,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-3-quartos-camboa-140m-1152425888
"Studio com 1 dormitório para alugar, 15 m² por R$ 2.484,02/mês - Campeche - Florianópolis/",R$ 2.300,15 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,,,20,"Ontem, 20:19",Profissional,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/studio-com-1-dormitorio-para-alugar-15-m-por-r-2-484-02-mes-campeche-florianopolis-1143727082
SãO JOSé - Apartamento Padrão - Serraria,R$ 1.350,44 metros quadrados,Apartamento para alugar,2 quartos,,1 banheiro,Condomínio R$ 298,IPTU R$ 44,20,"Ontem, 20:19",Profissional,"São José, Serraria",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-serraria-1152425815
SãO JOSé - Apartamento Padrão - AReias,R$ 1.200,44 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 350,IPTU R$ 46,17,"Ontem, 20:19",Profissional,"São José, Areias",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-areias-1152425801
Alugo kitinete mobiliada ,R$ 1.400,30 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,,Condomínio R$ 35,17,"Ontem, 20:18",,"Florianópolis, Córrego Grande",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-kitinete-mobiliada-1149137768
Ótima casa com piscina,R$ 850,100 metros quadrados,Casa para alugar,3 quartos,,2 banheiros,,,17,"Ontem, 20:18",Profissional,Imbituba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/otima-casa-com-piscina-1120599637
Apartamento do Centro,R$ 1.500,35 metros quadrados,Apartamento para alugar,1 quarto,,1 banheiro,,,17,"Ontem, 20:18",Profissional,Imbituba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-do-centro-1131038442
TEMPORADA - excelente apartamento 2 dormitórios _ em Canasvieiras - Florianópolis - SC,R$ 500,72 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,,,17,"Ontem, 20:18",Profissional,"Florianópolis, Canasvieiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/temporada-excelente-apartamento-2-dormitorios-em-canasvieiras-florianopolis-sc-1143306346
Casa Padrão para alugar em Florianópolis/SC,R$ 5.000,120 metros quadrados,Casa para alugar,2 quartos,3 banheiros,2 vagas de garagem,,IPTU R$ 150,17,"Ontem, 20:17",Profissional,"Florianópolis, Capoeiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-padrao-para-alugar-em-florianopolis-sc-1143827310
Florianópolis - Apartamento - Trindade,R$ 3.800,73 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 834,IPTU R$ 209,17,"Ontem, 20:12",Profissional,"Florianópolis, Trindade",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-trindade-1122803904
Apartamento para aluguel com 30 metros quadrados com 1 quarto em Ponte do Imaruim - Palhoç,R$ 850,30 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,Condomínio R$ 120,IPTU R$ 180,17,"Ontem, 20:07",Profissional,"Palhoça, Ponte do Imaruim",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-com-30-metros-quadrados-com-1-quarto-em-ponte-do-imaruim-palhoc-1128157811
Casa Comercial ou residencial em rua comercial na otto julio malina 1410 Ipiranga,R$ 5.000,300 metros quadrados,Casa para alugar,5 ou mais quartos,3 banheiros,4 vagas de garagem,,IPTU R$ 2.300,17,"Ontem, 20:04",,"São José, Ipiranga",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-comercial-ou-residencial-em-rua-comercial-na-otto-julio-malina-1410-ipiranga-1152413602
GAROPABA - Apartamento Padrão - Centro,R$ 2.000,114 metros quadrados,Apartamento para alugar,3 quartos,,2 banheiros,Condomínio R$ 75,IPTU R$ 130,17,"Ontem, 20:02",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/garopaba-apartamento-padrao-centro-1108280810
Quarto para alugar no centro de Florianópolis,R$ 1.350,,,,,,,,17,"Ontem, 20:01",,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/quarto-para-alugar-no-centro-de-florianopolis-1152419263
Apartamento nos Ingleses,R$ 1.100,40 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,,,17,"Ontem, 19:53",,"Florianópolis, São João do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-nos-ingleses-1134803109
Apartamento para alugar no bairro Santa Augusta - Criciúma/SC,R$ 800,35 metros quadrados,Apartamento para alugar,1 quarto,,1 banheiro,Condomínio R$ 130,IPTU R$ 200,17,"Ontem, 19:50",Profissional,"Criciúma, Santa Augusta",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-alugar-no-bairro-santa-augusta-criciuma-sc-1148965786
"CASA TEMPORADA em Palhoça - SC, Enseada da Pinheira",R$ 600,100 metros quadrados,Casa para alugar,3 quartos,2 banheiros,2 vagas de garagem,,,17,"Ontem, 19:50",Profissional,"Palhoça, Pinheira",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-temporada-em-palhoca-sc-enseada-da-pinheira-1096567841
APARTAMENTO NO BAIRRO PEDRA BRANCA EM PALHOÇA,R$ 1.500,59 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 450,IPTU R$ 171,17,"Ontem, 19:45",Profissional,"Palhoça, Pedra Branca",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-no-bairro-pedra-branca-em-palhoca-1140574819
"apartamento 2 quartos no bairro Floresta, em São josé",R$ 2.400,64 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 350,IPTU R$ 104,17,"Ontem, 19:45",Profissional,"São José, Nossa Senhora do Rosário",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-quartos-no-bairro-floresta-em-sao-jose-1127521883
Apartamento FLORIANÓPOLIS - SC,R$ 2.800,92 metros quadrados,Apartamento para alugar,3 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 900,IPTU R$ 91,17,"Ontem, 19:45",Profissional,"Florianópolis, Saco dos Limões",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-florianopolis-sc-1138542379
"APARTAMENTO EM JURERÊ INTERNACIONAL, FLORIANÓPOLIS",R$ 1.300,97 metros quadrados,Apartamento para alugar,3 quartos,2 banheiros,2 vagas de garagem,,,17,"Ontem, 19:45",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-em-jurere-internacional-florianopolis-1114106217
APARTAMENTO UMA PEÇA MOBILIADO PARA LOCAÇÃO!!!,R$ 850,26 metros quadrados,Apartamento para alugar,1 quarto,,1 banheiro,,Condomínio R$ 175,17,"Ontem, 19:43",Profissional,"São José, Barreiros",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-uma-peca-mobiliado-para-locacao-1131522164
Casa Jurerê Internacional para aluguel 4 suítes,R$ 5.000,250 metros quadrados,Casa para alugar,4 quartos,5 ou mais banheiros,2 vagas de garagem,,,17,"Ontem, 19:37",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-jurere-internacional-para-aluguel-4-suites-994972184
"Belíssima casa de 05 Suítes e piscina, ao lado do Open Shopping em Jurerê Internacional!",R$ 2.500,400 metros quadrados,Casa para alugar,5 ou mais quartos,5 ou mais banheiros,4 vagas de garagem,,,17,"Ontem, 19:34",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/belissima-casa-de-05-suites-e-piscina-ao-lado-do-open-shopping-em-jurere-internacional-926855679
Casa para aluguel e venda tem 800 metros quadrados com 6 quartos..,R$ 35.000,800 metros quadrados,Casa para alugar,5 ou mais quartos,5 ou mais banheiros,4 vagas de garagem,,IPTU R$ 8.000,17,"Ontem, 19:32",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-e-venda-tem-800-metros-quadrados-com-6-quartos-991765103
Apartamento para aluguel e venda tem 63 metros quadrados com 1 quarto..,R$ 1.000,63 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,,Condomínio R$ 5.000,17,"Ontem, 19:32",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-e-venda-tem-63-metros-quadrados-com-1-quarto-1035466517
FLORIANóPOLIS - Studio - Pantanal,R$ 2.750,31 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,Condomínio R$ 560,IPTU R$ 150,17,"Ontem, 19:32",Profissional,"Florianópolis, Pantanal",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-studio-pantanal-1148057055
PALHOçA - Apartamento Padrão - São Sebastião,R$ 1.300,55 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,,Condomínio R$ 370,17,"Ontem, 19:29",Profissional,"Palhoça, São Sebastião",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-sao-sebastiao-1152407324
PALHOçA - Apartamento Padrão - Ponte Do Imaruim,R$ 1.500,58 metros quadrados,Apartamento para alugar,2 quartos,,1 banheiro,Condomínio R$ 221,IPTU R$ 46,17,"Ontem, 19:29",Profissional,"Palhoça, Ponte do Imaruim",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-ponte-do-imaruim-1152407314
PALHOçA - Casa Padrão - Madri,R$ 2.200,135 metros quadrados,Casa para alugar,3 quartos,,2 banheiros,,,17,"Ontem, 19:29",Profissional,"Palhoça, Madri",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-casa-padrao-madri-1152407296
PALHOçA - Apartamento Padrão - Nova Palhoça,R$ 1.600,59 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,,,17,"Ontem, 19:29",Profissional,"Palhoça, Barra do Aririú",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-nova-palhoca-1152407284
Alugo quarto Privativo no Estreito,R$ 1.000,,,,,,,,17,"Ontem, 19:29",,"Florianópolis, Canto",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-quarto-privativo-no-estreito-1152407264
Casa para alugar no bairro Coloninha - Araranguá/SC,R$ 2.800,180 metros quadrados,Casa para alugar,3 quartos,3 banheiros,2 vagas de garagem,,,17,"Ontem, 19:27",Profissional,"Araranguá, Coloninha",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-alugar-no-bairro-coloninha-ararangua-sc-1142735142
"Ótimo sobrado para alugar em Garopaba/SC, bairro Morrinhos",R$ 890,240 metros quadrados,Casa para alugar,3 quartos,3 banheiros,1 vaga de garagem,,,17,"Ontem, 19:25",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/otimo-sobrado-para-alugar-em-garopaba-sc-bairro-morrinhos-1148219797
Casa 3 quartos para aluguel ,R$ 2.500,85 metros quadrados,Casa para alugar,3 quartos,2 banheiros,3 vagas de garagem,,,17,"Ontem, 19:25",,Tijucas,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-3-quartos-para-aluguel-1152406375
PALHOçA - Casa Padrão - Bela Vista,R$ 1.500,67 metros quadrados,Casa para alugar,2 quartos,1 banheiro,1 vaga de garagem,,IPTU R$ 27,17,"Ontem, 19:19",Profissional,"Palhoça, Bela Vista",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-casa-padrao-bela-vista-1152404962
SãO JOSé - Apartamento Padrão - Picadas do Sul,R$ 2.500,110 metros quadrados,Apartamento para alugar,3 quartos,,2 banheiros,Condomínio R$ 350,IPTU R$ 70,17,"Ontem, 19:19",Profissional,"São José, Picadas do Sul",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-picadas-do-sul-1069330360
SãO JOSé - Casa Padrão - Potecas,R$ 2.300,68 metros quadrados,Casa para alugar,2 quartos,3 banheiros,2 vagas de garagem,,IPTU R$ 98,17,"Ontem, 19:18",Profissional,"São José, Potecas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-potecas-1144714849
Sobrado PALHOÇA - SC,R$ 1.400,66 metros quadrados,Casa para alugar,2 quartos,1 banheiro,1 vaga de garagem,,IPTU R$ 213,17,"Ontem, 19:15",Profissional,"Palhoça, Barra do Aririú",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-palhoca-sc-1152399971
Apartamento SÃO JOSÉ - SC,R$ 1.600,105 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,2 vagas de garagem,Condomínio R$ 582,IPTU R$ 112,17,"Ontem, 19:15",Profissional,"São José, Flor de Nápolis",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-sao-jose-sc-1152399925
Apartamento FLORIANÓPOLIS - SC,R$ 1.800,33 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,Condomínio R$ 253,IPTU R$ 81,17,"Ontem, 19:15",Profissional,"Florianópolis, Carvoeira",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-florianopolis-sc-1152399909
Apartamento FLORIANÓPOLIS - SC,R$ 2.500,53 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 200,IPTU R$ 60,17,"Ontem, 19:15",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-florianopolis-sc-1152399860
Apartamento PALHOÇA - SC,R$ 850,50 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 190,IPTU R$ 295,17,"Ontem, 19:15",Profissional,"Palhoça, Bela Vista",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-palhoca-sc-1152399871
"Casa 2 Quartos Serraria 90,00m²",R$ 1.800,90 metros quadrados,Casa para alugar,2 quartos,1 banheiro,3 vagas de garagem,,IPTU R$ 85,17,"Ontem, 19:15",Profissional,"São José, Serraria",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-2-quartos-serraria-90-00m-1152399237
